drug,feature,stability,mean_chi2_when_selected,category,evidence,mechanism,source
CHL,K3989_004263,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,C3004_18245,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,IYQ21_004605,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,FRK71_15380,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,C2J16_23265,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,DKF47_19030,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,DWF11_19130,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,CKP58_25195,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,EEO94_22270,0.96,276.4673606825475,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,C3009_23215,0.96,262.8184300815945,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,CPJ81_19645,0.96,276.4673606825475,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,IYQ21_004620,0.92,256.21928086265837,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,K5U21_004471,0.92,257.4772589431135,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,DKQ93_20465,0.88,261.72935588031055,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,C2484_25205,0.8,250.06166336610084,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
CHL,GXH02_05140,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,HF382_002470,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,HF382_003966,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,floR,,,phenicol,direct,chloramphenicol acetyltransferase / florfenicol efflux,paper_ready50
CHL,GP118_004663,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GXG79_15935,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GR980_004837,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,merT,,,mercury,indirect,mercury resistance operon (co-selection marker),paper_ready50
CHL,CJW30_15375,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,CAD01_24950,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GWJ30_24555,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,C2484_25205,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,CPJ81_19645,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,EEO94_22270,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,581705,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
CHL,group_3907,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,group_1740,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,lpfC,,,named_non_amr,unknown,gene có tên nhưng không thuộc catalog AMR đã biết,paper_ready50
CHL,CGT24_25100,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,C2F11_24270,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,LQX60_002464,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,aadA1,,,aminoglycoside,direct,aminoglycoside-modifying enzyme,paper_ready50
CHL,GSD31_005024,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GSD29_005001,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GQ124_003430,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,K3989_004898,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,DKF47_04775,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,CU818_06185,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,MLC23_004686,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GWJ32_24285,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,group_1775,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,C3Z97_25615,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,DKQ93_20465,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,491193,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
CHL,DT764_20815,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,272351,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
CHL,I3040_005056,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,group_1064,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,GWJ30_24890,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,151661,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
CHL,group_1767,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,1206089,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
CHL,group_1756,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
CHL,dfrA12,,,trimethoprim,direct,dihydrofolate reductase,paper_ready50
CHL,GWJ30_24470,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,FIW37_24685,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GR980_004834,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,DY478_24470,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,GOQ48_003856,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
CHL,2856043,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,C4F01_23125,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,CYN48_22375,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,EEK86_04735,1.0,729.9558744053697,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,CJ664_22795,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GXL71_23300,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,group_8256,1.0,766.7697612415781,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,accessory_stability
FOX,GSD29_004597,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GWD66_21170,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,CJW07_22695,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GXA66_17220,1.0,576.3093360495582,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GY345_004353,1.0,586.2068963207412,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,F6X18_22455,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,M5389_004554,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,HWZ53_004454,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GXL71_23350,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,C0692_22305,1.0,588.9552095077814,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,FKE51_24750,1.0,802.6156900672971,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,ET461_23055,0.96,578.2663429465373,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,group_2239,0.96,611.5089531405706,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,accessory_stability
FOX,GWD66_21820,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,FKE51_11035,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,group_8618,0.92,577.5914963748698,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,accessory_stability
FOX,FKE51_11045,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,C4F01_21455,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,I5A61_003872,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,FMQ12_20785,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GWD66_21815,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,JM244_004475,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,F6X18_22510,0.92,577.5914963748698,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,KZL85_004296,0.84,553.463341775407,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,EEO94_23850,0.8,568.0805450953007,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,FMQ12_09830,0.72,550.1650674633245,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,CJ664_25145,0.72,554.0201700327572,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,CJ664_24160,0.72,574.6501074425997,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,C3T99_23370,0.72,574.6501074425997,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,GIZ28_22030,0.72,552.3649426181801,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,EUY04_17740,0.72,574.6501074425997,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,EEO94_25745,0.68,546.7575875873508,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,J9366_004474,0.68,550.4286449559078,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,NJA99_003063,0.68,546.7311480342144,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,accessory_stability
FOX,FKE51_24750,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,group_8256,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
FOX,FER41_22475,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,CYN48_22375,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GY345_004353,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,HF382_003898,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,bet,,,named_non_amr,unknown,gene có tên nhưng không thuộc catalog AMR đã biết,paper_ready50
FOX,group_8453,,,unknown_roary_group,unknown,Roary pangenome group không tên — cần sequence,paper_ready50
FOX,CBR12_22525,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,E2U96_22865,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GV977_23585,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,C2N52_18915,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GAT16_04425,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,ET461_23215,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,11187,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,GPA54_004134,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,C4F01_22975,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,JM244_004879,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,K8N49_003372,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GSD29_004050,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,FFC79_22375,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,CCW16_21870,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,merT,,,mercury,indirect,mercury resistance operon (co-selection marker),paper_ready50
FOX,rck,,,named_non_amr,unknown,gene có tên nhưng không thuộc catalog AMR đã biết,paper_ready50
FOX,C3001_23600,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,1082847,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,1659231,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,1715913,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,2754266,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,460536,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,GXL71_23785,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,FIW37_19435,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,572889,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,572892,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,22961,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,merD,,,mercury,indirect,mercury resistance operon (co-selection marker),paper_ready50
FOX,M5389_004591,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,FKE51_04470,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,649388,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,CFC17_20870,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GUD47_003932,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,IQT32_004888,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,IQT32_004865,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,CRY78_23070,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,38548,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,DKQ93_20465,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,460645,,,unknown_numeric,unknown,cột số không tên — cần sequence,paper_ready50
FOX,GOQ56_002243,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,GPA45_005004,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
FOX,F6X18_20265,,,unknown_locus_tag,unknown,locus tag đặc trưng chủng — cần sequence để chú giải,paper_ready50
